,0
ncbi_tid|562|ref|NZ_CP012633.1_cluster016,5
ncbi_tid|562|ref|NZ_CP012633.1_cluster017,3
ncbi_tid|562|ref|NZ_CP012633.1_cluster018,2
ncbi_tid|562|ref|NZ_CP012633.1_cluster019,13
ncbi_tid|562|ref|NZ_CP012633.1_cluster020,17
ncbi_tid|562|ref|NZ_CP012633.1_cluster021,13
ncbi_tid|562|ref|NZ_CP012633.1_cluster022,10
ncbi_tid|562|ref|NZ_CP012635.1_cluster001,9
ncbi_tid|562|ref|NZ_CP012635.1_cluster002,12
ncbi_tid|562|ref|NZ_CP012635.1_cluster003,11
ncbi_tid|562|ref|NZ_CP012635.1_cluster004,7
ncbi_tid|562|ref|NZ_CP012635.1_cluster005,8
ncbi_tid|562|ref|NZ_CP012635.1_cluster006,6
ncbi_tid|562|ref|NZ_CP012635.1_cluster007,10
ncbi_tid|562|ref|NZ_CP012635.1_cluster008,24
ncbi_tid|562|ref|NZ_CP012635.1_cluster009,9
ncbi_tid|562|ref|NZ_CP012635.1_cluster010,17
ncbi_tid|562|ref|NZ_CP012635.1_cluster011,8
ncbi_tid|562|ref|NZ_CP012635.1_cluster012,20
ncbi_tid|562|ref|NZ_CP012635.1_cluster013,6
ncbi_tid|562|ref|NZ_CP012635.1_cluster014,25
ncbi_tid|562|ref|NZ_CP012635.1_cluster015,5
ncbi_tid|562|ref|NZ_CP012635.1_cluster016,3
ncbi_tid|562|ref|NZ_CP012635.1_cluster017,2
ncbi_tid|562|ref|NZ_CP012635.1_cluster018,13
ncbi_tid|562|ref|NZ_CP012635.1_cluster019,13
ncbi_tid|562|ref|NZ_CP012635.1_cluster020,10
ncbi_tid|562|ref|NZ_CP012635.1_cluster021,15
ncbi_tid|562|ref|NZ_CP012869.1_cluster001,13
ncbi_tid|562|ref|NZ_CP012869.1_cluster002,17
ncbi_tid|562|ref|NZ_CP012869.1_cluster003,10
ncbi_tid|562|ref|NZ_CP012869.1_cluster004,9
ncbi_tid|562|ref|NZ_CP012869.1_cluster005,7
ncbi_tid|562|ref|NZ_CP012869.1_cluster006,1
ncbi_tid|562|ref|NZ_CP012869.1_cluster007,6
ncbi_tid|562|ref|NZ_CP012869.1_cluster008,10
ncbi_tid|562|ref|NZ_CP012869.1_cluster009,9
ncbi_tid|562|ref|NZ_CP012869.1_cluster010,7
ncbi_tid|562|ref|NZ_CP012869.1_cluster011,4
ncbi_tid|562|ref|NZ_CP012869.1_cluster012,6
ncbi_tid|562|ref|NZ_CP012869.1_cluster013,5
ncbi_tid|562|ref|NZ_CP012869.1_cluster014,3
ncbi_tid|562|ref|NZ_CP012869.1_cluster015,2
ncbi_tid|562|ref|NZ_CP012869.1_cluster016,1
ncbi_tid|562|ref|NZ_CP012870.1_cluster001,13
ncbi_tid|562|ref|NZ_CP012870.1_cluster002,17
ncbi_tid|562|ref|NZ_CP012870.1_cluster003,10
ncbi_tid|562|ref|NZ_CP012870.1_cluster004,9
ncbi_tid|562|ref|NZ_CP012870.1_cluster005,7
ncbi_tid|562|ref|NZ_CP012870.1_cluster006,1
ncbi_tid|562|ref|NZ_CP012870.1_cluster007,6
ncbi_tid|562|ref|NZ_CP012870.1_cluster008,10
ncbi_tid|562|ref|NZ_CP012870.1_cluster009,9
ncbi_tid|562|ref|NZ_CP012870.1_cluster010,7
ncbi_tid|562|ref|NZ_CP012870.1_cluster011,4
ncbi_tid|562|ref|NZ_CP012870.1_cluster012,6
ncbi_tid|562|ref|NZ_CP012870.1_cluster013,5
ncbi_tid|562|ref|NZ_CP012870.1_cluster014,3
ncbi_tid|562|ref|NZ_CP012870.1_cluster015,2
ncbi_tid|562|ref|NZ_CP012870.1_cluster016,1
ncbi_tid|562|ref|NZ_CP013025.1_cluster001,6
ncbi_tid|562|ref|NZ_CP013025.1_cluster002,5
ncbi_tid|562|ref|NZ_CP013025.1_cluster003,4
ncbi_tid|562|ref|NZ_CP013025.1_cluster004,3
ncbi_tid|562|ref|NZ_CP013025.1_cluster005,2
ncbi_tid|562|ref|NZ_CP013025.1_cluster006,1
ncbi_tid|562|ref|NZ_CP013025.1_cluster007,13
ncbi_tid|562|ref|NZ_CP013025.1_cluster008,13
ncbi_tid|562|ref|NZ_CP013025.1_cluster009,10
ncbi_tid|562|ref|NZ_CP013025.1_cluster010,9
ncbi_tid|562|ref|NZ_CP013025.1_cluster011,11
ncbi_tid|562|ref|NZ_CP013025.1_cluster012,7
ncbi_tid|562|ref|NZ_CP013025.1_cluster013,8
ncbi_tid|562|ref|NZ_CP013025.1_cluster014,1
ncbi_tid|562|ref|NZ_CP013025.1_cluster015,6
ncbi_tid|562|ref|NZ_CP013025.1_cluster016,10
ncbi_tid|562|ref|NZ_CP013025.1_cluster017,24
ncbi_tid|562|ref|NZ_CP013025.1_cluster018,9
ncbi_tid|562|ref|NZ_CP013025.1_cluster019,17
ncbi_tid|562|ref|NZ_CP013025.1_cluster020,8
ncbi_tid|562|ref|NZ_CP013025.1_cluster021,18
ncbi_tid|562|ref|NZ_CP013025.1_cluster022,4
ncbi_tid|562|ref|NZ_CP013025.1_cluster023,22
ncbi_tid|562|ref|NZ_CP013029.1_cluster001,17
ncbi_tid|562|ref|NZ_CP013029.1_cluster002,1
ncbi_tid|562|ref|NZ_CP013029.1_cluster003,2
ncbi_tid|562|ref|NZ_CP013029.1_cluster004,3
ncbi_tid|562|ref|NZ_CP013029.1_cluster005,7
ncbi_tid|562|ref|NZ_CP013029.1_cluster006,5
ncbi_tid|562|ref|NZ_CP013029.1_cluster007,16
ncbi_tid|562|ref|NZ_CP013029.1_cluster008,6
ncbi_tid|562|ref|NZ_CP013029.1_cluster009,7
ncbi_tid|562|ref|NZ_CP013029.1_cluster010,4
ncbi_tid|562|ref|NZ_CP013029.1_cluster011,8
ncbi_tid|562|ref|NZ_CP013029.1_cluster012,9
ncbi_tid|562|ref|NZ_CP013029.1_cluster013,10
ncbi_tid|562|ref|NZ_CP013029.1_cluster014,6
ncbi_tid|562|ref|NZ_CP013029.1_cluster015,1
ncbi_tid|562|ref|NZ_CP013029.1_cluster016,4
ncbi_tid|562|ref|NZ_CP013029.1_cluster017,7
ncbi_tid|562|ref|NZ_CP013029.1_cluster018,11
ncbi_tid|562|ref|NZ_CP013029.1_cluster019,10
ncbi_tid|562|ref|NZ_CP013029.1_cluster020,9
ncbi_tid|562|ref|NZ_CP013112.1_cluster001,2
ncbi_tid|562|ref|NZ_CP013112.1_cluster002,3
ncbi_tid|562|ref|NZ_CP013112.1_cluster003,4
ncbi_tid|562|ref|NZ_CP013112.1_cluster004,5
ncbi_tid|562|ref|NZ_CP013112.1_cluster005,22
ncbi_tid|562|ref|NZ_CP013112.1_cluster006,6
ncbi_tid|562|ref|NZ_CP013112.1_cluster007,4
ncbi_tid|562|ref|NZ_CP013112.1_cluster008,7
ncbi_tid|562|ref|NZ_CP013112.1_cluster009,8
ncbi_tid|562|ref|NZ_CP013112.1_cluster010,17
ncbi_tid|562|ref|NZ_CP013112.1_cluster011,9
ncbi_tid|562|ref|NZ_CP013112.1_cluster012,10
ncbi_tid|562|ref|NZ_CP013112.1_cluster013,6
ncbi_tid|562|ref|NZ_CP013112.1_cluster014,1
ncbi_tid|562|ref|NZ_CP013112.1_cluster015,4
ncbi_tid|562|ref|NZ_CP013112.1_cluster016,8
ncbi_tid|562|ref|NZ_CP013112.1_cluster017,7
ncbi_tid|562|ref|NZ_CP013112.1_cluster018,11
ncbi_tid|562|ref|NZ_CP013112.1_cluster019,12
ncbi_tid|562|ref|NZ_CP013112.1_cluster020,9
ncbi_tid|562|ref|NZ_CP013112.1_cluster021,10
ncbi_tid|562|ref|NZ_CP013112.1_cluster022,1
ncbi_tid|562|ref|NZ_CP013253.1_cluster001,7
ncbi_tid|562|ref|NZ_CP013253.1_cluster002,1
ncbi_tid|562|ref|NZ_CP013253.1_cluster003,6
ncbi_tid|562|ref|NZ_CP013253.1_cluster004,10
ncbi_tid|562|ref|NZ_CP013253.1_cluster005,9
ncbi_tid|562|ref|NZ_CP013253.1_cluster006,7
ncbi_tid|562|ref|NZ_CP013253.1_cluster007,4
ncbi_tid|562|ref|NZ_CP013253.1_cluster008,6
ncbi_tid|562|ref|NZ_CP013253.1_cluster009,5
ncbi_tid|562|ref|NZ_CP013253.1_cluster010,4
ncbi_tid|562|ref|NZ_CP013253.1_cluster011,3
ncbi_tid|562|ref|NZ_CP013253.1_cluster012,2
ncbi_tid|562|ref|NZ_CP013253.1_cluster013,1
ncbi_tid|562|ref|NZ_CP013253.1_cluster014,13
ncbi_tid|562|ref|NZ_CP013253.1_cluster015,17
ncbi_tid|562|ref|NZ_CP013253.1_cluster016,10
ncbi_tid|562|ref|NZ_CP013253.1_cluster017,9
ncbi_tid|562|ref|NZ_CP013658.1_cluster001,16
ncbi_tid|562|ref|NZ_CP013658.1_cluster002,6
ncbi_tid|562|ref|NZ_CP013658.1_cluster003,5
ncbi_tid|562|ref|NZ_CP013658.1_cluster004,8
ncbi_tid|562|ref|NZ_CP013658.1_cluster005,17
ncbi_tid|562|ref|NZ_CP013658.1_cluster006,9
ncbi_tid|562|ref|NZ_CP013658.1_cluster007,10
ncbi_tid|562|ref|NZ_CP013658.1_cluster008,6
ncbi_tid|562|ref|NZ_CP013658.1_cluster009,8
ncbi_tid|562|ref|NZ_CP013658.1_cluster010,7
ncbi_tid|562|ref|NZ_CP013658.1_cluster011,15
ncbi_tid|562|ref|NZ_CP013658.1_cluster012,21
ncbi_tid|562|ref|NZ_CP013658.1_cluster013,11
ncbi_tid|562|ref|NZ_CP013658.1_cluster014,12
ncbi_tid|562|ref|NZ_CP013658.1_cluster015,9
ncbi_tid|562|ref|NZ_CP013658.1_cluster016,10
ncbi_tid|562|ref|NZ_CP013658.1_cluster017,13
ncbi_tid|562|ref|NZ_CP013658.1_cluster018,1
ncbi_tid|562|ref|NZ_CP013658.1_cluster019,2
ncbi_tid|562|ref|NZ_CP013658.1_cluster020,3
ncbi_tid|562|ref|NZ_CP013658.1_cluster021,4
ncbi_tid|562|ref|NZ_CP013658.1_cluster022,5
ncbi_tid|562|ref|NZ_CP013831.1_cluster001,1
ncbi_tid|562|ref|NZ_CP013831.1_cluster002,2
ncbi_tid|562|ref|NZ_CP013831.1_cluster003,3
ncbi_tid|562|ref|NZ_CP013831.1_cluster004,4
ncbi_tid|562|ref|NZ_CP013831.1_cluster005,5
ncbi_tid|562|ref|NZ_CP013831.1_cluster006,16
ncbi_tid|562|ref|NZ_CP013831.1_cluster007,6
ncbi_tid|562|ref|NZ_CP013831.1_cluster008,5
ncbi_tid|562|ref|NZ_CP013831.1_cluster009,8
ncbi_tid|562|ref|NZ_CP013831.1_cluster010,17
ncbi_tid|562|ref|NZ_CP013831.1_cluster011,9
ncbi_tid|562|ref|NZ_CP013831.1_cluster012,10
ncbi_tid|562|ref|NZ_CP013831.1_cluster013,6
ncbi_tid|562|ref|NZ_CP013831.1_cluster014,8
ncbi_tid|562|ref|NZ_CP013831.1_cluster015,7
ncbi_tid|562|ref|NZ_CP013831.1_cluster016,15
ncbi_tid|562|ref|NZ_CP013831.1_cluster017,21
ncbi_tid|562|ref|NZ_CP013831.1_cluster018,11
ncbi_tid|562|ref|NZ_CP013831.1_cluster019,12
ncbi_tid|562|ref|NZ_CP013831.1_cluster020,9
ncbi_tid|562|ref|NZ_CP013831.1_cluster021,10
ncbi_tid|562|ref|NZ_CP013831.1_cluster022,13
ncbi_tid|562|ref|NZ_CP013831.1_cluster023,15
ncbi_tid|562|ref|NZ_CP013835.1_cluster001,1
ncbi_tid|562|ref|NZ_CP013835.1_cluster002,2
ncbi_tid|562|ref|NZ_CP013835.1_cluster003,3
ncbi_tid|562|ref|NZ_CP013835.1_cluster004,4
ncbi_tid|562|ref|NZ_CP013835.1_cluster005,5
ncbi_tid|562|ref|NZ_CP013835.1_cluster006,16
ncbi_tid|562|ref|NZ_CP013835.1_cluster007,6
ncbi_tid|562|ref|NZ_CP013835.1_cluster008,5
ncbi_tid|562|ref|NZ_CP013835.1_cluster009,8
ncbi_tid|562|ref|NZ_CP013835.1_cluster010,17
ncbi_tid|562|ref|NZ_CP013835.1_cluster011,9
ncbi_tid|562|ref|NZ_CP013835.1_cluster012,10
ncbi_tid|562|ref|NZ_CP013835.1_cluster013,6
ncbi_tid|562|ref|NZ_CP013835.1_cluster014,8
ncbi_tid|562|ref|NZ_CP013835.1_cluster015,7
ncbi_tid|562|ref|NZ_CP013835.1_cluster016,15
ncbi_tid|562|ref|NZ_CP013835.1_cluster017,21
ncbi_tid|562|ref|NZ_CP013835.1_cluster018,11
ncbi_tid|562|ref|NZ_CP013835.1_cluster019,12
ncbi_tid|562|ref|NZ_CP013835.1_cluster020,9
ncbi_tid|562|ref|NZ_CP013835.1_cluster021,10
ncbi_tid|562|ref|NZ_CP013835.1_cluster022,13
ncbi_tid|562|ref|NZ_CP014197.1_cluster001,7
ncbi_tid|562|ref|NZ_CP014197.1_cluster002,22
ncbi_tid|562|ref|NZ_CP014197.1_cluster003,22
ncbi_tid|562|ref|NZ_CP014197.1_cluster004,6
ncbi_tid|562|ref|NZ_CP014197.1_cluster005,10
ncbi_tid|562|ref|NZ_CP014197.1_cluster006,24
ncbi_tid|562|ref|NZ_CP014197.1_cluster007,9
ncbi_tid|562|ref|NZ_CP014197.1_cluster008,7
ncbi_tid|562|ref|NZ_CP014197.1_cluster009,4
ncbi_tid|562|ref|NZ_CP014197.1_cluster010,6
ncbi_tid|562|ref|NZ_CP014197.1_cluster011,5
ncbi_tid|562|ref|NZ_CP014197.1_cluster012,3
ncbi_tid|562|ref|NZ_CP014197.1_cluster013,2
ncbi_tid|562|ref|NZ_CP014197.1_cluster014,13
ncbi_tid|562|ref|NZ_CP014197.1_cluster015,13
ncbi_tid|562|ref|NZ_CP014197.1_cluster016,10
ncbi_tid|562|ref|NZ_CP014197.1_cluster017,9
ncbi_tid|562|ref|NZ_CP014488.1_cluster001,1
ncbi_tid|562|ref|NZ_CP014488.1_cluster002,2
ncbi_tid|562|ref|NZ_CP014488.1_cluster003,3
ncbi_tid|562|ref|NZ_CP014488.1_cluster004,4
ncbi_tid|562|ref|NZ_CP014488.1_cluster005,5
ncbi_tid|562|ref|NZ_CP014488.1_cluster006,16
ncbi_tid|562|ref|NZ_CP014488.1_cluster007,6
ncbi_tid|562|ref|NZ_CP014488.1_cluster008,5
ncbi_tid|562|ref|NZ_CP014488.1_cluster009,8
ncbi_tid|562|ref|NZ_CP014488.1_cluster010,17
ncbi_tid|562|ref|NZ_CP014488.1_cluster011,9
ncbi_tid|562|ref|NZ_CP014488.1_cluster012,10
ncbi_tid|562|ref|NZ_CP014488.1_cluster013,6
ncbi_tid|562|ref|NZ_CP014488.1_cluster014,8
ncbi_tid|562|ref|NZ_CP014488.1_cluster015,7
ncbi_tid|562|ref|NZ_CP014488.1_cluster016,11
ncbi_tid|562|ref|NZ_CP014488.1_cluster017,12
ncbi_tid|562|ref|NZ_CP014488.1_cluster018,9
ncbi_tid|562|ref|NZ_CP014488.1_cluster019,10
ncbi_tid|562|ref|NZ_CP014488.1_cluster020,13
ncbi_tid|562|ref|NZ_CP014488.1_cluster021,15
ncbi_tid|562|ref|NZ_CP014492.1_cluster001,1
ncbi_tid|562|ref|NZ_CP014492.1_cluster002,2
ncbi_tid|562|ref|NZ_CP014492.1_cluster003,3
ncbi_tid|562|ref|NZ_CP014492.1_cluster004,17
ncbi_tid|562|ref|NZ_CP014492.1_cluster005,4
ncbi_tid|562|ref|NZ_CP014492.1_cluster006,5
ncbi_tid|562|ref|NZ_CP014492.1_cluster007,16
ncbi_tid|562|ref|NZ_CP014492.1_cluster008,6
ncbi_tid|562|ref|NZ_CP014492.1_cluster009,5
ncbi_tid|562|ref|NZ_CP014492.1_cluster010,8
ncbi_tid|562|ref|NZ_CP014492.1_cluster011,17
ncbi_tid|562|ref|NZ_CP014492.1_cluster012,9
ncbi_tid|562|ref|NZ_CP014492.1_cluster013,10
ncbi_tid|562|ref|NZ_CP014492.1_cluster014,6
ncbi_tid|562|ref|NZ_CP014492.1_cluster015,8
ncbi_tid|562|ref|NZ_CP014492.1_cluster016,7
ncbi_tid|562|ref|NZ_CP014492.1_cluster017,21
ncbi_tid|562|ref|NZ_CP014492.1_cluster018,11
ncbi_tid|562|ref|NZ_CP014492.1_cluster019,22
ncbi_tid|562|ref|NZ_CP014492.1_cluster020,9
ncbi_tid|562|ref|NZ_CP014492.1_cluster021,10
ncbi_tid|562|ref|NZ_CP014492.1_cluster022,26
ncbi_tid|562|ref|NZ_CP014495.1_cluster001,1
ncbi_tid|562|ref|NZ_CP014495.1_cluster002,2
ncbi_tid|562|ref|NZ_CP014495.1_cluster003,3
ncbi_tid|562|ref|NZ_CP014495.1_cluster004,4
ncbi_tid|562|ref|NZ_CP014495.1_cluster005,5
ncbi_tid|562|ref|NZ_CP014495.1_cluster006,16
ncbi_tid|562|ref|NZ_CP014495.1_cluster007,6
ncbi_tid|562|ref|NZ_CP014495.1_cluster008,5
ncbi_tid|562|ref|NZ_CP014495.1_cluster009,8
ncbi_tid|562|ref|NZ_CP014495.1_cluster010,17
ncbi_tid|562|ref|NZ_CP014495.1_cluster011,9
ncbi_tid|562|ref|NZ_CP014495.1_cluster012,10
ncbi_tid|562|ref|NZ_CP014495.1_cluster013,6
ncbi_tid|562|ref|NZ_CP014495.1_cluster014,8
ncbi_tid|562|ref|NZ_CP014495.1_cluster015,7
ncbi_tid|562|ref|NZ_CP014495.1_cluster016,15
ncbi_tid|562|ref|NZ_CP014495.1_cluster017,21
ncbi_tid|562|ref|NZ_CP014495.1_cluster018,11
ncbi_tid|562|ref|NZ_CP014495.1_cluster019,12
ncbi_tid|562|ref|NZ_CP014495.1_cluster020,9
ncbi_tid|562|ref|NZ_CP014495.1_cluster021,10
ncbi_tid|562|ref|NZ_CP014495.1_cluster022,13
ncbi_tid|562|ref|NZ_CP014497.1_cluster001,1
ncbi_tid|562|ref|NZ_CP014497.1_cluster002,2
ncbi_tid|562|ref|NZ_CP014497.1_cluster003,3
ncbi_tid|562|ref|NZ_CP014497.1_cluster004,4
ncbi_tid|562|ref|NZ_CP014497.1_cluster005,5
ncbi_tid|562|ref|NZ_CP014497.1_cluster006,16
ncbi_tid|562|ref|NZ_CP014497.1_cluster007,6
ncbi_tid|562|ref|NZ_CP014497.1_cluster008,5
ncbi_tid|562|ref|NZ_CP014497.1_cluster009,8
ncbi_tid|562|ref|NZ_CP014497.1_cluster010,17
ncbi_tid|562|ref|NZ_CP014497.1_cluster011,9
ncbi_tid|562|ref|NZ_CP014497.1_cluster012,10
ncbi_tid|562|ref|NZ_CP014497.1_cluster013,6
ncbi_tid|562|ref|NZ_CP014497.1_cluster014,8
ncbi_tid|562|ref|NZ_CP014497.1_cluster015,7
ncbi_tid|562|ref|NZ_CP014497.1_cluster016,15
ncbi_tid|562|ref|NZ_CP014497.1_cluster017,21
ncbi_tid|562|ref|NZ_CP014497.1_cluster018,11
ncbi_tid|562|ref|NZ_CP014497.1_cluster019,12
ncbi_tid|562|ref|NZ_CP014497.1_cluster020,9
ncbi_tid|562|ref|NZ_CP014497.1_cluster021,10
ncbi_tid|562|ref|NZ_CP014497.1_cluster022,13
ncbi_tid|562|ref|NZ_CP014522.1_cluster001,1
ncbi_tid|562|ref|NZ_CP014522.1_cluster002,2
ncbi_tid|562|ref|NZ_CP014522.1_cluster003,3
ncbi_tid|562|ref|NZ_CP014522.1_cluster004,4
ncbi_tid|562|ref|NZ_CP014522.1_cluster005,5
ncbi_tid|562|ref|NZ_CP014522.1_cluster006,16
ncbi_tid|562|ref|NZ_CP014522.1_cluster007,6
ncbi_tid|562|ref|NZ_CP014522.1_cluster008,5
ncbi_tid|562|ref|NZ_CP014522.1_cluster009,8
ncbi_tid|562|ref|NZ_CP014522.1_cluster010,17
ncbi_tid|562|ref|NZ_CP014522.1_cluster011,9
ncbi_tid|562|ref|NZ_CP014522.1_cluster012,10
ncbi_tid|562|ref|NZ_CP014522.1_cluster013,6
ncbi_tid|562|ref|NZ_CP014522.1_cluster014,8
ncbi_tid|562|ref|NZ_CP014522.1_cluster015,7
ncbi_tid|562|ref|NZ_CP014522.1_cluster016,15
ncbi_tid|562|ref|NZ_CP014522.1_cluster017,21
ncbi_tid|562|ref|NZ_CP014522.1_cluster018,11
ncbi_tid|562|ref|NZ_CP014522.1_cluster019,12
ncbi_tid|562|ref|NZ_CP014522.1_cluster020,9
ncbi_tid|562|ref|NZ_CP014522.1_cluster021,10
ncbi_tid|562|ref|NZ_CP014522.1_cluster022,13
ncbi_tid|562|ref|NZ_CP014667.1_cluster001,2
ncbi_tid|562|ref|NZ_CP014667.1_cluster002,3
ncbi_tid|562|ref|NZ_CP014667.1_cluster003,4
ncbi_tid|562|ref|NZ_CP014667.1_cluster004,5
ncbi_tid|562|ref|NZ_CP014667.1_cluster005,16
ncbi_tid|562|ref|NZ_CP014667.1_cluster006,6
ncbi_tid|562|ref|NZ_CP014667.1_cluster007,8
ncbi_tid|562|ref|NZ_CP014667.1_cluster008,2
ncbi_tid|562|ref|NZ_CP014667.1_cluster009,2
ncbi_tid|562|ref|NZ_CP014667.1_cluster010,9
ncbi_tid|562|ref|NZ_CP014667.1_cluster011,10
ncbi_tid|562|ref|NZ_CP014667.1_cluster012,6
ncbi_tid|562|ref|NZ_CP014667.1_cluster013,8
ncbi_tid|562|ref|NZ_CP014667.1_cluster014,7
ncbi_tid|562|ref|NZ_CP014667.1_cluster015,11
ncbi_tid|562|ref|NZ_CP014667.1_cluster016,12
ncbi_tid|562|ref|NZ_CP014667.1_cluster017,9
ncbi_tid|562|ref|NZ_CP014667.1_cluster018,10
ncbi_tid|562|ref|NZ_CP014667.1_cluster019,13
ncbi_tid|562|ref|NZ_CP014667.1_cluster020,17
ncbi_tid|562|ref|NZ_CP015020.1_cluster001,4
ncbi_tid|562|ref|NZ_CP015020.1_cluster002,9
ncbi_tid|562|ref|NZ_CP015020.1_cluster003,10
ncbi_tid|562|ref|NZ_CP015020.1_cluster004,6
ncbi_tid|562|ref|NZ_CP015020.1_cluster005,1
ncbi_tid|562|ref|NZ_CP015020.1_cluster006,4
ncbi_tid|562|ref|NZ_CP015020.1_cluster007,8
ncbi_tid|562|ref|NZ_CP015020.1_cluster008,7
ncbi_tid|562|ref|NZ_CP015020.1_cluster009,12
ncbi_tid|562|ref|NZ_CP015020.1_cluster010,6
ncbi_tid|562|ref|NZ_CP015020.1_cluster011,9
ncbi_tid|562|ref|NZ_CP015020.1_cluster012,10
ncbi_tid|562|ref|NZ_CP015020.1_cluster013,1
ncbi_tid|562|ref|NZ_CP015020.1_cluster014,2
ncbi_tid|562|ref|NZ_CP015020.1_cluster015,3
ncbi_tid|562|ref|NZ_CP015020.1_cluster016,4
ncbi_tid|562|ref|NZ_CP015020.1_cluster017,5
ncbi_tid|562|ref|NZ_CP015020.1_cluster018,8
ncbi_tid|562|ref|NZ_CP015020.1_cluster019,6
ncbi_tid|562|ref|NZ_CP015023.1_cluster001,8
ncbi_tid|562|ref|NZ_CP015023.1_cluster002,9
ncbi_tid|562|ref|NZ_CP015023.1_cluster003,10
ncbi_tid|562|ref|NZ_CP015023.1_cluster004,6
ncbi_tid|562|ref|NZ_CP015023.1_cluster005,1
ncbi_tid|562|ref|NZ_CP015023.1_cluster006,4
ncbi_tid|562|ref|NZ_CP015023.1_cluster007,8
ncbi_tid|562|ref|NZ_CP015023.1_cluster008,7
ncbi_tid|562|ref|NZ_CP015023.1_cluster009,12
ncbi_tid|562|ref|NZ_CP015023.1_cluster010,6
ncbi_tid|562|ref|NZ_CP015023.1_cluster011,9
ncbi_tid|562|ref|NZ_CP015023.1_cluster012,10
ncbi_tid|562|ref|NZ_CP015023.1_cluster013,1
ncbi_tid|562|ref|NZ_CP015023.1_cluster014,2
ncbi_tid|562|ref|NZ_CP015023.1_cluster015,3
ncbi_tid|562|ref|NZ_CP015023.1_cluster016,4
ncbi_tid|562|ref|NZ_CP015023.1_cluster017,5
ncbi_tid|562|ref|NZ_CP015023.1_cluster018,18
ncbi_tid|562|ref|NZ_CP015023.1_cluster019,8
ncbi_tid|562|ref|NZ_CP015023.1_cluster020,6
ncbi_tid|562|ref|NZ_CP015023.1_cluster021,4
ncbi_tid|562|ref|NZ_CP015069.1_cluster001,5
ncbi_tid|562|ref|NZ_CP015069.1_cluster002,8
ncbi_tid|562|ref|NZ_CP015069.1_cluster003,17
ncbi_tid|562|ref|NZ_CP015069.1_cluster004,9
ncbi_tid|562|ref|NZ_CP015069.1_cluster005,10
ncbi_tid|562|ref|NZ_CP015069.1_cluster006,6
ncbi_tid|562|ref|NZ_CP015069.1_cluster007,8
ncbi_tid|562|ref|NZ_CP015069.1_cluster008,7
ncbi_tid|562|ref|NZ_CP015069.1_cluster009,15
ncbi_tid|562|ref|NZ_CP015069.1_cluster010,11
ncbi_tid|562|ref|NZ_CP015069.1_cluster011,12
ncbi_tid|562|ref|NZ_CP015069.1_cluster012,9
ncbi_tid|562|ref|NZ_CP015069.1_cluster013,10
ncbi_tid|562|ref|NZ_CP015069.1_cluster014,1
ncbi_tid|562|ref|NZ_CP015069.1_cluster015,2
ncbi_tid|562|ref|NZ_CP015069.1_cluster016,3
ncbi_tid|562|ref|NZ_CP015069.1_cluster017,4
ncbi_tid|562|ref|NZ_CP015069.1_cluster018,5
ncbi_tid|562|ref|NZ_CP015069.1_cluster019,16
ncbi_tid|562|ref|NZ_CP015069.1_cluster020,6
ncbi_tid|562|ref|NZ_CP015074.1_cluster001,10
ncbi_tid|562|ref|NZ_CP015074.1_cluster002,9
ncbi_tid|562|ref|NZ_CP015074.1_cluster003,12
ncbi_tid|562|ref|NZ_CP015074.1_cluster004,11
ncbi_tid|562|ref|NZ_CP015074.1_cluster005,21
ncbi_tid|562|ref|NZ_CP015074.1_cluster006,15
ncbi_tid|562|ref|NZ_CP015074.1_cluster007,7
ncbi_tid|562|ref|NZ_CP015074.1_cluster008,8
ncbi_tid|562|ref|NZ_CP015074.1_cluster009,6
ncbi_tid|562|ref|NZ_CP015074.1_cluster010,10
ncbi_tid|562|ref|NZ_CP015074.1_cluster011,24
ncbi_tid|562|ref|NZ_CP015074.1_cluster012,9
ncbi_tid|562|ref|NZ_CP015074.1_cluster013,17
ncbi_tid|562|ref|NZ_CP015074.1_cluster014,8
ncbi_tid|562|ref|NZ_CP015074.1_cluster015,20
ncbi_tid|562|ref|NZ_CP015074.1_cluster016,5
ncbi_tid|562|ref|NZ_CP015074.1_cluster017,6
ncbi_tid|562|ref|NZ_CP015074.1_cluster018,25
ncbi_tid|562|ref|NZ_CP015074.1_cluster019,5
ncbi_tid|562|ref|NZ_CP015074.1_cluster020,3
ncbi_tid|562|ref|NZ_CP015074.1_cluster021,2
ncbi_tid|562|ref|NZ_CP015074.1_cluster022,1
ncbi_tid|562|ref|NZ_CP015074.1_cluster023,13
ncbi_tid|562|ref|NZ_CP015074.1_cluster024,17
ncbi_tid|562|ref|NZ_CP015076.1_cluster001,2
ncbi_tid|562|ref|NZ_CP015076.1_cluster002,3
ncbi_tid|562|ref|NZ_CP015076.1_cluster003,4
ncbi_tid|562|ref|NZ_CP015076.1_cluster004,5
ncbi_tid|562|ref|NZ_CP015076.1_cluster005,16
ncbi_tid|562|ref|NZ_CP015076.1_cluster006,6
ncbi_tid|562|ref|NZ_CP015076.1_cluster007,5
ncbi_tid|562|ref|NZ_CP015076.1_cluster008,8
ncbi_tid|562|ref|NZ_CP015076.1_cluster009,17
ncbi_tid|562|ref|NZ_CP015076.1_cluster010,9
ncbi_tid|562|ref|NZ_CP015076.1_cluster011,10
ncbi_tid|562|ref|NZ_CP015076.1_cluster012,6
